"Food Scarcity, Household Pulse Survey",,,,,,,
Adults in households where there was either sometimes or often not enough to eat in the last 7 days,,,,,,,
,,Total Food Scarcity,,Percent Food Scarcity,,,
Arizona,"59 - June 28 - July 10, 2023","553,819","102,532",11.1,2,"5,011,070","5,723,779"
Arkansas,"59 - June 28 - July 10, 2023","215,711","55,797",10.5,2.7,"2,060,120","2,290,513"
California,"59 - June 28 - July 10, 2023","2,927,941","388,961",11.4,1.5,"25,572,534","29,670,532"
Colorado,"59 - June 28 - July 10, 2023","347,048","70,445",8.4,1.7,"4,137,588","4,553,684"
Connecticut,"59 - June 28 - July 10, 2023","293,169","59,836",12,2.5,"2,447,123","2,789,532"
Delaware,"59 - June 28 - July 10, 2023","59,815","21,832",8.6,3.1,"696,937","802,595"
District of Columbia,"59 - June 28 - July 10, 2023","53,940","14,460",11.5,3.1,"469,137","514,777"
Florida,"59 - June 28 - July 10, 2023","1,868,435","297,720",11.9,1.9,"15,644,964","17,896,443"
Georgia,"59 - June 28 - July 10, 2023","1,179,903","197,628",16.7,2.7,"7,077,371","8,284,651"
Hawaii,"59 - June 28 - July 10, 2023","68,147","23,105",6.7,2.3,"1,012,881","1,104,070"
Idaho,"59 - June 28 - July 10, 2023","132,204","31,580",10.1,2.4,"1,314,390","1,463,645"
Illinois,"59 - June 28 - July 10, 2023","956,167","212,254",11.4,2.5,"8,363,663","9,564,566"
Indiana,"59 - June 28 - July 10, 2023","507,401","91,253",11.2,2,"4,547,821","5,124,472"
Iowa,"59 - June 28 - July 10, 2023","216,711","39,596",10.2,1.9,"2,125,778","2,391,994"
Kansas,"59 - June 28 - July 10, 2023","203,667","50,155",10.5,2.5,"1,944,566","2,171,506"
Kentucky,"59 - June 28 - July 10, 2023","465,340","100,291",15.4,3.2,"3,025,020","3,405,196"
Louisiana,"59 - June 28 - July 10, 2023","444,487","82,418",15.6,2.9,"2,857,111","3,394,886"
Maine,"59 - June 28 - July 10, 2023","91,106","29,290",9.1,2.9,"999,434","1,113,361"
Maryland,"59 - June 28 - July 10, 2023","429,705","94,522",10.3,2.2,"4,154,740","4,704,806"
Massachusetts,"59 - June 28 - July 10, 2023","495,225","115,424",10.3,2.3,"4,802,640","5,427,691"
Michigan,"59 - June 28 - July 10, 2023","908,322","151,304",13.3,2.1,"6,812,035","7,735,119"
Minnesota,"59 - June 28 - July 10, 2023","331,314","59,251",8.5,1.5,"3,915,912","4,311,532"
Mississippi,"59 - June 28 - July 10, 2023","428,782","79,194",22.6,4,"1,898,406","2,173,482"
Missouri,"59 - June 28 - July 10, 2023","518,091","107,851",12.7,2.6,"4,093,822","4,681,751"
Montana,"59 - June 28 - July 10, 2023","100,662","28,390",12.5,3.5,"802,176","880,407"
Nebraska,"59 - June 28 - July 10, 2023","135,718","29,307",10.9,2.3,"1,249,603","1,455,973"
Nevada,"59 - June 28 - July 10, 2023","278,344","56,909",12.6,2.5,"2,209,971","2,494,294"
New Hampshire,"59 - June 28 - July 10, 2023","77,034","21,306",7.7,2.2,"996,539","1,117,829"
New Jersey,"59 - June 28 - July 10, 2023","707,928","157,780",11.6,2.5,"6,099,631","7,122,199"
New Mexico,"59 - June 28 - July 10, 2023","232,381","39,945",15.8,2.7,"1,474,100","1,622,106"
New York,"59 - June 28 - July 10, 2023","1,750,926","351,345",13.5,2.7,"12,993,858","15,036,419"
North Carolina,"59 - June 28 - July 10, 2023","932,105","198,016",13,2.8,"7,163,050","8,270,414"
North Dakota,"59 - June 28 - July 10, 2023","50,484","15,312",9.5,2.9,"529,632","570,659"
Ohio,"59 - June 28 - July 10, 2023","856,376","159,814",10.6,2,"8,047,777","8,934,322"
Oklahoma,"59 - June 28 - July 10, 2023","522,738","88,789",19.4,3.2,"2,689,749","2,986,911"
Oregon,"59 - June 28 - July 10, 2023","373,355","67,601",12.3,2.2,"3,032,128","3,315,259"
Pennsylvania,"59 - June 28 - July 10, 2023","1,015,553","185,668",11.6,2.1,"8,724,374","9,933,427"
Rhode Island,"59 - June 28 - July 10, 2023","62,719","23,069",8.4,3.1,"748,420","848,183"
South Carolina,"59 - June 28 - July 10, 2023","518,135","129,188",14.2,3.5,"3,655,136","4,116,940"
South Dakota,"59 - June 28 - July 10, 2023","42,577","17,934",7.4,3.2,"577,842","675,019"
Tennessee,"59 - June 28 - July 10, 2023","840,380","129,118",17.5,2.7,"4,813,309","5,455,071"
Texas,"59 - June 28 - July 10, 2023","2,504,441","357,952",12.9,1.8,"19,465,815","22,460,717"
Utah,"59 - June 28 - July 10, 2023","314,078","44,210",13.8,2,"2,271,270","2,450,650"
Vermont,"59 - June 28 - July 10, 2023","40,279","16,306",8.5,3.4,"475,218","510,057"
Virginia,"59 - June 28 - July 10, 2023","591,291","105,437",10.1,1.7,"5,868,856","6,631,493"
Washington,"59 - June 28 - July 10, 2023","443,380","73,996",7.9,1.3,"5,606,307","6,050,305"
West Virginia,"59 - June 28 - July 10, 2023","153,131","40,250",12.6,3.2,"1,218,718","1,370,064"
Wisconsin,"59 - June 28 - July 10, 2023","298,757","89,621",7.4,2.2,"4,061,589","4,538,089"
Wyoming,"59 - June 28 - July 10, 2023","47,232","14,471",11.5,3.6,"410,766","442,798"
Alabama,"58 - June 7-19, 2023","405,132","108,382",12.1,3.3,"3,337,125","3,852,301"
Alaska,"58 - June 7-19, 2023","69,657","18,229",14.5,3.7,"480,552","530,263"
Arizona,"58 - June 7-19, 2023","553,325","129,066",11,2.5,"5,044,420","5,723,779"
Arkansas,"58 - June 7-19, 2023","336,029","69,617",16.7,3.4,"2,015,078","2,290,513"
California,"58 - June 7-19, 2023","3,026,892","501,770",12,2,"25,175,284","29,670,532"
Colorado,"58 - June 7-19, 2023","373,761","82,042",8.9,1.9,"4,215,625","4,553,684"
Connecticut,"58 - June 7-19, 2023","268,456","56,489",10.8,2.2,"2,495,093","2,789,532"
Delaware,"58 - June 7-19, 2023","62,008","18,613",8.5,2.5,"732,881","802,595"
District of Columbia,"58 - June 7-19, 2023","40,608","17,338",9,3.8,"452,731","514,777"
Florida,"58 - June 7-19, 2023","1,870,989","326,236",11.8,2,"15,919,003","17,896,443"
Georgia,"58 - June 7-19, 2023","939,126","172,922",13.1,2.3,"7,144,482","8,284,651"
Hawaii,"58 - June 7-19, 2023","107,646","37,403",11.6,3.9,"928,672","1,104,070"
Idaho,"58 - June 7-19, 2023","132,962","35,862",10,2.7,"1,326,750","1,463,645"
Illinois,"58 - June 7-19, 2023","840,715","202,359",9.9,2.4,"8,451,632","9,564,566"
Indiana,"58 - June 7-19, 2023","584,377","119,388",13,2.6,"4,499,635","5,124,472"
Iowa,"58 - June 7-19, 2023","249,114","55,864",11.9,2.6,"2,093,882","2,391,994"
Kansas,"58 - June 7-19, 2023","265,063","55,606",13.4,2.8,"1,973,822","2,171,506"
Kentucky,"58 - June 7-19, 2023","406,329","78,205",13.1,2.5,"3,092,414","3,405,196"
Louisiana,"58 - June 7-19, 2023","541,781","112,754",18.6,3.7,"2,913,295","3,394,886"
Maine,"58 - June 7-19, 2023","67,950","27,752",6.9,2.8,"991,342","1,113,361"
Maryland,"58 - June 7-19, 2023","525,943","118,878",12.5,2.8,"4,207,173","4,704,806"
Massachusetts,"58 - June 7-19, 2023","459,534","84,333",9.6,1.7,"4,805,976","5,427,691"
Michigan,"58 - June 7-19, 2023","720,818","94,679",10.7,1.4,"6,711,253","7,735,119"
Minnesota,"58 - June 7-19, 2023","368,817","94,740",9.3,2.3,"3,949,170","4,311,532"
Mississippi,"58 - June 7-19, 2023","329,057","64,327",17.5,3.4,"1,877,939","2,173,482"
Missouri,"58 - June 7-19, 2023","365,487","90,068",8.6,2.1,"4,246,698","4,681,751"
Montana,"58 - June 7-19, 2023","96,681","28,787",11.9,3.6,"809,920","880,407"
Nebraska,"58 - June 7-19, 2023","133,187","44,292",10.2,3.4,"1,301,970","1,455,973"
Nevada,"58 - June 7-19, 2023","282,083","100,605",12.6,4.4,"2,234,412","2,494,294"
New Hampshire,"58 - June 7-19, 2023","95,323","25,002",9.2,2.4,"1,038,220","1,117,829"
New Jersey,"58 - June 7-19, 2023","493,305","142,241",8.2,2.3,"6,018,357","7,122,199"
New Mexico,"58 - June 7-19, 2023","175,901","43,906",12.8,3.1,"1,374,941","1,622,106"
New York,"58 - June 7-19, 2023","1,398,853","263,811",10.8,2,"12,979,836","15,036,419"
North Carolina,"58 - June 7-19, 2023","826,200","153,205",11.3,2.1,"7,290,364","8,270,414"
North Dakota,"58 - June 7-19, 2023","31,694","13,661",6.4,2.7,"498,338","570,659"
Ohio,"58 - June 7-19, 2023","1,044,636","177,607",13,2.2,"8,015,217","8,934,322"
Oklahoma,"58 - June 7-19, 2023","374,988","70,975",13.9,2.6,"2,698,542","2,986,911"
Oregon,"58 - June 7-19, 2023","280,960","57,373",9.3,1.9,"3,030,649","3,315,259"
Pennsylvania,"58 - June 7-19, 2023","916,466","172,585",10.7,2,"8,560,597","9,933,427"
Rhode Island,"58 - June 7-19, 2023","73,428","21,426",9.6,2.7,"762,604","848,183"
South Carolina,"58 - June 7-19, 2023","467,070","84,302",12.6,2.3,"3,718,090","4,116,940"
South Dakota,"58 - June 7-19, 2023","79,595","16,436",12.8,2.7,"620,745","675,019"
Tennessee,"58 - June 7-19, 2023","525,601","105,759",11.2,2.2,"4,706,884","5,455,071"
Texas,"58 - June 7-19, 2023","3,263,585","531,081",16.7,2.7,"19,518,498","22,460,717"
Utah,"58 - June 7-19, 2023","201,254","36,993",9.2,1.7,"2,197,006","2,450,650"
Vermont,"58 - June 7-19, 2023","38,510","11,871",8.4,2.6,"458,760","510,057"
Virginia,"58 - June 7-19, 2023","627,420","153,247",10.7,2.6,"5,876,875","6,631,493"
Washington,"58 - June 7-19, 2023","515,078","81,236",9.2,1.5,"5,616,025","6,050,305"
West Virginia,"58 - June 7-19, 2023","154,931","46,928",12.5,3.7,"1,235,838","1,370,064"
Wisconsin,"58 - June 7-19, 2023","467,458","78,636",11.1,1.9,"4,198,664","4,538,089"
Wyoming,"58 - June 7-19, 2023","44,095","13,536",10.9,3.3,"405,491","442,798"
Alabama,"57 - April 26 - May 8, 2023","422,628","95,891",12.3,2.8,"3,433,532","3,852,301"
Alaska,"57 - April 26 - May 8, 2023","68,510","14,219",13.8,2.8,"498,201","530,263"
Arizona,"57 - April 26 - May 8, 2023","521,997","101,792",10.4,2,"5,029,521","5,723,779"
Arkansas,"57 - April 26 - May 8, 2023","285,932","59,884",15,3.2,"1,902,081","2,290,513"
California,"57 - April 26 - May 8, 2023","2,889,350","461,264",11,1.8,"26,289,878","29,670,532"
Colorado,"57 - April 26 - May 8, 2023","331,664","82,138",7.9,2,"4,172,696","4,553,684"
Connecticut,"57 - April 26 - May 8, 2023","309,646","68,125",12.8,2.8,"2,415,469","2,789,532"
Delaware,"57 - April 26 - May 8, 2023","74,971","29,426",10.5,4.1,"715,535","802,595"
District of Columbia,"57 - April 26 - May 8, 2023","39,621","12,085",8.4,2.6,"472,031","514,777"
Florida,"57 - April 26 - May 8, 2023","2,054,802","302,312",13.3,1.9,"15,457,208","17,896,443"
Georgia,"57 - April 26 - May 8, 2023","839,297","219,897",11.6,3,"7,230,318","8,284,651"
Hawaii,"57 - April 26 - May 8, 2023","118,845","48,626",12,4.8,"987,936","1,104,070"
Idaho,"57 - April 26 - May 8, 2023","140,444","32,954",10.6,2.5,"1,326,800","1,463,645"
Illinois,"57 - April 26 - May 8, 2023","811,901","167,426",9.7,2,"8,404,479","9,564,566"
Indiana,"57 - April 26 - May 8, 2023","466,148","89,224",10.2,1.9,"4,565,633","5,124,472"
Iowa,"57 - April 26 - May 8, 2023","231,803","59,690",10.7,2.7,"2,156,577","2,391,994"
Kansas,"57 - April 26 - May 8, 2023","166,751","36,412",9,1.9,"1,862,564","2,171,506"
Kentucky,"57 - April 26 - May 8, 2023","390,316","95,151",12.6,3.1,"3,086,754","3,405,196"
Louisiana,"57 - April 26 - May 8, 2023","434,230","111,054",15.6,3.8,"2,783,651","3,394,886"
Maine,"57 - April 26 - May 8, 2023","71,183","24,931",7,2.5,"1,013,321","1,113,361"
Maryland,"57 - April 26 - May 8, 2023","574,678","94,128",13.8,2.3,"4,175,940","4,704,806"
Massachusetts,"57 - April 26 - May 8, 2023","379,981","87,888",7.8,1.8,"4,871,850","5,427,691"
Michigan,"57 - April 26 - May 8, 2023","666,827","146,615",10,2.1,"6,690,940","7,735,119"
Minnesota,"57 - April 26 - May 8, 2023","275,768","94,934",7,2.4,"3,941,909","4,311,532"
Mississippi,"57 - April 26 - May 8, 2023","258,847","59,199",13.4,3.1,"1,925,827","2,173,482"
Missouri,"57 - April 26 - May 8, 2023","500,877","139,509",12.1,3.3,"4,140,661","4,681,751"
Montana,"57 - April 26 - May 8, 2023","46,925","17,683",5.9,2.2,"791,258","880,407"
Nebraska,"57 - April 26 - May 8, 2023","157,482","33,378",12,2.5,"1,308,320","1,455,973"
Nevada,"57 - April 26 - May 8, 2023","290,551","67,383",12.7,2.9,"2,291,948","2,494,294"
New Hampshire,"57 - April 26 - May 8, 2023","62,377","20,259",6.1,2,"1,018,383","1,117,829"
New Jersey,"57 - April 26 - May 8, 2023","656,488","163,375",10.6,2.6,"6,185,852","7,122,199"
New Mexico,"57 - April 26 - May 8, 2023","215,968","34,026",14.3,2.2,"1,505,628","1,622,106"
New York,"57 - April 26 - May 8, 2023","1,527,470","451,410",11.8,3.4,"12,972,169","15,036,419"
North Carolina,"57 - April 26 - May 8, 2023","742,513","176,586",9.8,2.4,"7,572,355","8,270,414"
North Dakota,"57 - April 26 - May 8, 2023","64,087","17,685",12.7,3.4,"505,287","570,659"
Ohio,"57 - April 26 - May 8, 2023","959,885","286,909",12.3,3.6,"7,793,657","8,934,322"
Oklahoma,"57 - April 26 - May 8, 2023","256,760","58,162",9.5,2.1,"2,695,950","2,986,911"
Oregon,"57 - April 26 - May 8, 2023","294,381","77,502",9.7,2.6,"3,035,233","3,315,259"
Pennsylvania,"57 - April 26 - May 8, 2023","1,182,508","236,718",13.4,2.6,"8,805,252","9,933,427"
Rhode Island,"57 - April 26 - May 8, 2023","64,737","19,856",8.5,2.6,"761,130","848,183"
South Carolina,"57 - April 26 - May 8, 2023","462,204","117,664",12.6,3.1,"3,669,432","4,116,940"
South Dakota,"57 - April 26 - May 8, 2023","54,390","20,253",8.9,3.3,"614,235","675,019"
Tennessee,"57 - April 26 - May 8, 2023","449,178","98,973",9.4,2,"4,762,471","5,455,071"
Texas,"57 - April 26 - May 8, 2023","2,561,412","455,153",13.1,2.3,"19,558,160","22,460,717"
Utah,"57 - April 26 - May 8, 2023","278,636","47,868",12.5,2,"2,225,100","2,450,650"
Vermont,"57 - April 26 - May 8, 2023","32,066","9,247",6.8,2,"473,512","510,057"
Virginia,"57 - April 26 - May 8, 2023","577,907","140,126",9.7,2.3,"5,952,183","6,631,493"
Washington,"57 - April 26 - May 8, 2023","522,829","117,049",9.4,2.1,"5,573,738","6,050,305"
West Virginia,"57 - April 26 - May 8, 2023","159,627","46,633",12.9,3.7,"1,235,788","1,370,064"
Wisconsin,"57 - April 26 - May 8, 2023","398,177","92,415",9.5,2.2,"4,171,899","4,538,089"
Wyoming,"57 - April 26 - May 8, 2023","60,192","15,891",14.6,3.8,"411,933","442,798"
Alabama,"56 - March 29 - April 10, 2023","474,432","116,725",14.4,3.5,"3,284,267","3,852,301"
Alaska,"56 - March 29 - April 10, 2023","63,178","21,057",13,4.3,"487,701","530,263"
Arizona,"56 - March 29 - April 10, 2023","612,306","112,021",12.1,2.1,"5,064,514","5,723,779"
Arkansas,"56 - March 29 - April 10, 2023","251,340","67,050",12.5,3.4,"2,015,728","2,290,513"
California,"56 - March 29 - April 10, 2023","2,814,180","445,776",10.7,1.6,"26,186,721","29,670,532"
Colorado,"56 - March 29 - April 10, 2023","499,871","125,002",11.8,2.9,"4,235,279","4,553,684"
Connecticut,"56 - March 29 - April 10, 2023","231,969","53,879",9.6,2.2,"2,413,775","2,789,532"
Delaware,"56 - March 29 - April 10, 2023","49,076","15,561",7.1,2.2,"692,853","802,595"
District of Columbia,"56 - March 29 - April 10, 2023","34,000","13,946",7.6,3.1,"447,219","514,777"
Florida,"56 - March 29 - April 10, 2023","1,495,996","270,395",9.7,1.7,"15,399,622","17,896,443"
Georgia,"56 - March 29 - April 10, 2023","1,135,292","243,598",15.1,3.2,"7,495,809","8,284,651"
Hawaii,"56 - March 29 - April 10, 2023","87,679","32,112",8.7,3.1,"1,010,014","1,104,070"
Idaho,"56 - March 29 - April 10, 2023","173,913","53,452",12.9,4,"1,344,566","1,463,645"
Illinois,"56 - March 29 - April 10, 2023","900,257","220,988",10.5,2.6,"8,556,332","9,564,566"
Indiana,"56 - March 29 - April 10, 2023","511,970","90,879",11.2,2,"4,571,272","5,124,472"
Iowa,"56 - March 29 - April 10, 2023","209,886","43,167",9.8,2,"2,146,379","2,391,994"
Kansas,"56 - March 29 - April 10, 2023","174,837","33,818",9,1.7,"1,948,781","2,171,506"
Kentucky,"56 - March 29 - April 10, 2023","304,112","83,520",9.8,2.7,"3,087,771","3,405,196"
Louisiana,"56 - March 29 - April 10, 2023","325,823","76,935",11.1,2.6,"2,936,504","3,394,886"
Maine,"56 - March 29 - April 10, 2023","69,745","23,028",6.9,2.3,"1,008,593","1,113,361"
Maryland,"56 - March 29 - April 10, 2023","452,277","109,129",10.8,2.6,"4,201,691","4,704,806"
Massachusetts,"56 - March 29 - April 10, 2023","480,090","98,118",10.2,2,"4,693,831","5,427,691"
Michigan,"56 - March 29 - April 10, 2023","895,348","157,546",13,2.2,"6,900,563","7,735,119"
Minnesota,"56 - March 29 - April 10, 2023","205,182","62,322",5.3,1.6,"3,903,652","4,311,532"
Mississippi,"56 - March 29 - April 10, 2023","339,343","83,667",18.8,4.6,"1,803,200","2,173,482"
Missouri,"56 - March 29 - April 10, 2023","488,927","127,808",11.5,2.9,"4,266,300","4,681,751"
Montana,"56 - March 29 - April 10, 2023","79,548","23,780",9.8,2.9,"812,538","880,407"
Nebraska,"56 - March 29 - April 10, 2023","111,850","28,212",8.7,2.1,"1,284,663","1,455,973"
Nevada,"56 - March 29 - April 10, 2023","348,880","96,147",15.7,4.2,"2,224,460","2,494,294"
New Hampshire,"56 - March 29 - April 10, 2023","44,258","13,816",4.4,1.4,"1,016,869","1,117,829"
New Jersey,"56 - March 29 - April 10, 2023","692,611","176,198",11.1,2.7,"6,250,050","7,122,199"
New Mexico,"56 - March 29 - April 10, 2023","139,437","36,617",9.8,2.5,"1,422,470","1,622,106"
New York,"56 - March 29 - April 10, 2023","1,442,155","327,531",11.1,2.5,"12,988,073","15,036,419"
North Carolina,"56 - March 29 - April 10, 2023","485,739","136,074",6.9,2,"7,084,123","8,270,414"
North Dakota,"56 - March 29 - April 10, 2023","56,031","21,931",10.9,4.2,"512,396","570,659"
Ohio,"56 - March 29 - April 10, 2023","848,481","204,047",10.5,2.5,"8,081,317","8,934,322"
Oklahoma,"56 - March 29 - April 10, 2023","344,855","87,930",13,3.2,"2,649,382","2,986,911"
Oregon,"56 - March 29 - April 10, 2023","347,374","66,340",11.5,2.2,"3,012,618","3,315,259"
Pennsylvania,"56 - March 29 - April 10, 2023","910,538","200,512",10.5,2.3,"8,709,549","9,933,427"
Rhode Island,"56 - March 29 - April 10, 2023","105,811","28,868",14,3.7,"755,879","848,183"
South Carolina,"56 - March 29 - April 10, 2023","365,084","83,446",10,2.3,"3,657,857","4,116,940"
South Dakota,"56 - March 29 - April 10, 2023","53,025","15,943",8.5,2.5,"623,477","675,019"
Tennessee,"56 - March 29 - April 10, 2023","534,690","120,820",11,2.5,"4,867,243","5,455,071"
Texas,"56 - March 29 - April 10, 2023","2,791,951","461,017",14.6,2.4,"19,106,983","22,460,717"
Utah,"56 - March 29 - April 10, 2023","171,609","35,347",7.6,1.5,"2,258,056","2,450,650"
Vermont,"56 - March 29 - April 10, 2023","28,349","14,016",6,2.9,"472,528","510,057"
Virginia,"56 - March 29 - April 10, 2023","535,950","129,735",9.1,2.2,"5,878,886","6,631,493"
Washington,"56 - March 29 - April 10, 2023","421,714","73,295",7.6,1.3,"5,532,568","6,050,305"
West Virginia,"56 - March 29 - April 10, 2023","106,442","29,499",8.7,2.4,"1,221,871","1,370,064"
Wisconsin,"56 - March 29 - April 10, 2023","295,441","73,180",7,1.8,"4,223,636","4,538,089"
Wyoming,"56 - March 29 - April 10, 2023","26,370","10,712",6.6,2.7,"398,341","442,798"
Alabama,"55 - March 1-13, 2023","477,817","89,262",14.6,2.5,"3,280,943","3,852,301"
Alaska,"55 - March 1-13, 2023","46,308","12,180",9.4,2.5,"493,087","530,263"
Arizona,"55 - March 1-13, 2023","575,538","104,632",11.3,2,"5,100,548","5,723,779"
