"Housing Insecurity (Missed Payment and Low Confidence), Household Pulse Survey","","","","","","",""
"Adults in households who are not current on rent or mortgage payments and who have slight or no confidence that their household can pay next month's rent or mortgage on time","","","","","","",""
"","","Total Housing Insecurity (Missed Payment and Low Confidence)","","Percent Housing Insecurity (Missed Payment and Low Confidence)","","",""
"Georgia","40 - December 1-13, 2021","382239","118864","8.2","2.4","4663360","8,033,423"
"Hawaii","40 - December 1-13, 2021","35978","21577","5.7","3.3","634989","1,065,941"
"Idaho","40 - December 1-13, 2021","43125","18254","4.7","2","914336","1,382,940"
"Illinois","40 - December 1-13, 2021","264152","89598","5.4","1.8","4887811","9,479,736"
"Indiana","40 - December 1-13, 2021","95584","40292","3.2","1.4","2943472","5,029,256"
"Iowa","40 - December 1-13, 2021","70194","27602","5.3","2.1","1326854","2,349,714"
"Kansas","40 - December 1-13, 2021","45786","16375","3.4","1.2","1352635","2,146,524"
"Kentucky","40 - December 1-13, 2021","120590","57501","6.2","2.9","1933224","3,358,135"
"Louisiana","40 - December 1-13, 2021","121296","62039","7.6","3.8","1587656","3,432,241"
"Maine","40 - December 1-13, 2021","16704","9071","2.8","1.5","586249","1,073,016"
"Maryland","40 - December 1-13, 2021","133008","63158","4.8","2.3","2767971","4,585,752"
"Massachusetts","40 - December 1-13, 2021","215749","63913","6.6","2","3264519","5,309,617"
"Michigan","40 - December 1-13, 2021","311283","84379","7.3","1.8","4243698","7,631,231"
"Minnesota","40 - December 1-13, 2021","185116","73848","6.9","2.7","2693656","4,250,165"
"Mississippi","40 - December 1-13, 2021","151766","83503","13.6","6.8","1115844","2,186,321"
"Missouri","40 - December 1-13, 2021","161454","57429","5.7","2","2809623","4,638,839"
"Montana","40 - December 1-13, 2021","21427","10095","4.2","2","514923","834,511"
"Nebraska","40 - December 1-13, 2021","52884","20900","6.1","2.4","861411","1,420,835"
"Nevada","40 - December 1-13, 2021","88774","35620","5.6","2.2","1583841","2,450,986"
"New Hampshire","40 - December 1-13, 2021","24846","11719","3.6","1.7","695635","1,080,887"
"New Jersey","40 - December 1-13, 2021","194142","79329","5","2","3919233","6,767,278"
"New Mexico","40 - December 1-13, 2021","30983","12206","3.5","1.4","883425","1,604,259"
"New York","40 - December 1-13, 2021","758208","301427","8.7","3.4","8672852","14,714,964"
"North Carolina","40 - December 1-13, 2021","206659","80176","4.3","1.7","4834948","8,121,448"
"North Dakota","40 - December 1-13, 2021","9914","4117","3.3","1.4","302815","560,525"
"Ohio","40 - December 1-13, 2021","204690","114469","4","2.2","5065704","8,833,555"
"Oklahoma","40 - December 1-13, 2021","142986","51971","8.6","3.1","1670732","2,941,764"
"Oregon","40 - December 1-13, 2021","65236","25152","3","1.2","2160088","3,326,774"
"Pennsylvania","40 - December 1-13, 2021","284279","113592","5.5","2.2","5196107","9,760,505"
"Rhode Island","40 - December 1-13, 2021","31815","12667","5.6","2.2","565944","815,717"
"South Carolina","40 - December 1-13, 2021","203595","58029","9.6","2.7","2120622","4,033,193"
"South Dakota","40 - December 1-13, 2021","21817","11099","5.8","2.9","373656","648,348"
"Tennessee","40 - December 1-13, 2021","328597","100651","11.1","3.2","2966737","5,279,261"
"Texas","40 - December 1-13, 2021","1013136","348298","8.2","2.7","12336701","21,688,354"
"Utah","40 - December 1-13, 2021","54369","27732","3.4","1.7","1596308","2,324,002"
"Vermont","40 - December 1-13, 2021","22369","12343","7.4","4","302516","485,680"
"Virginia","40 - December 1-13, 2021","252226","108891","6.5","2.8","3874452","6,511,643"
"Washington","40 - December 1-13, 2021","224324","67980","5.8","1.7","3877479","5,950,326"
"West Virginia","40 - December 1-13, 2021","40491","22806","5.9","3.3","687939","1,377,441"
"Wisconsin","40 - December 1-13, 2021","138398","59006","5.2","2.2","2642835","4,454,731"
"Wyoming","40 - December 1-13, 2021","10913","7427","4.5","3","240991","438,527"
"Alabama","39 - September 29 - October 11, 2021","125062","47527","7.9","3","1586737","3,737,637"
"Alaska","39 - September 29 - October 11, 2021","25842","8332","8.2","2.5","315725","525,308"
"Arizona","39 - September 29 - October 11, 2021","130914","56228","3.8","1.6","3438285","5,753,909"
"Arkansas","39 - September 29 - October 11, 2021","63386","24353","5.6","2.3","1124379","2,264,877"
"California","39 - September 29 - October 11, 2021","998165","243128","5.8","1.4","17218904","29,807,656"
"Colorado","39 - September 29 - October 11, 2021","87068","43426","3.1","1.5","2798314","4,504,323"
"Connecticut","39 - September 29 - October 11, 2021","75660","36081","4.9","2.3","1531516","2,724,164"
"Delaware","39 - September 29 - October 11, 2021","38260","15061","8.8","3.5","433275","767,878"
"District of Columbia","39 - September 29 - October 11, 2021","31401","14174","7.9","3.3","398740","546,656"
"Florida","39 - September 29 - October 11, 2021","656786","220233","7.2","2.4","9139205","17,254,676"
"Georgia","39 - September 29 - October 11, 2021","504322","224113","11.3","4.7","4444389","8,033,423"
"Hawaii","39 - September 29 - October 11, 2021","35650","16539","5.9","2.7","609107","1,065,941"
"Idaho","39 - September 29 - October 11, 2021","17045","12048","2.1","1.5","822519","1,382,940"
"Illinois","39 - September 29 - October 11, 2021","428230","194621","8.6","3.9","4990160","9,479,736"
"Indiana","39 - September 29 - October 11, 2021","157911","69928","5.8","2.5","2718186","5,029,256"
"Iowa","39 - September 29 - October 11, 2021","57764","23684","5.1","2.1","1124048","2,349,714"
"Kansas","39 - September 29 - October 11, 2021","51733","23032","4.3","1.8","1215182","2,146,524"
"Kentucky","39 - September 29 - October 11, 2021","157908","81366","8.6","4.4","1846088","3,358,135"
"Louisiana","39 - September 29 - October 11, 2021","116192","55079","7.3","3.4","1591204","3,432,241"
"Maine","39 - September 29 - October 11, 2021","25129","14862","4","2.4","625067","1,073,016"
"Maryland","39 - September 29 - October 11, 2021","175724","60899","6.4","2.2","2763726","4,585,752"
"Massachusetts","39 - September 29 - October 11, 2021","185046","63095","5.7","1.9","3222403","5,309,617"
"Michigan","39 - September 29 - October 11, 2021","173175","91179","4.5","2.4","3812745","7,631,231"
"Minnesota","39 - September 29 - October 11, 2021","78742","33153","3.5","1.4","2268807","4,250,165"
"Mississippi","39 - September 29 - October 11, 2021","48317","24857","5","2.6","958441","2,186,321"
"Missouri","39 - September 29 - October 11, 2021","83992","41656","3.3","1.6","2562485","4,638,839"
"Montana","39 - September 29 - October 11, 2021","34900","26440","8","5.9","435974","834,511"
"Nebraska","39 - September 29 - October 11, 2021","37060","23319","4.6","2.8","804132","1,420,835"
"Nevada","39 - September 29 - October 11, 2021","62206","23105","4","1.5","1542548","2,450,986"
"New Hampshire","39 - September 29 - October 11, 2021","24575","15561","3.8","2.4","651159","1,080,887"
"New Jersey","39 - September 29 - October 11, 2021","209530","115518","5.7","3","3680855","6,767,278"
"New Mexico","39 - September 29 - October 11, 2021","66596","36646","7.8","4.2","855790","1,604,259"
"New York","39 - September 29 - October 11, 2021","739119","283946","9.7","3.7","7600861","14,714,964"
"North Carolina","39 - September 29 - October 11, 2021","377197","128648","7.6","2.6","4995300","8,121,448"
"North Dakota","39 - September 29 - October 11, 2021","17047","13706","5.4","4.2","313342","560,525"
"Ohio","39 - September 29 - October 11, 2021","347925","124797","7","2.5","4946509","8,833,555"
"Oklahoma","39 - September 29 - October 11, 2021","147162","61882","9.8","3.9","1500048","2,941,764"
"Oregon","39 - September 29 - October 11, 2021","86527","33564","4.4","1.7","1961185","3,326,774"
"Pennsylvania","39 - September 29 - October 11, 2021","316393","127411","6.3","2.5","5027589","9,760,505"
"Rhode Island","39 - September 29 - October 11, 2021","54875","22345","12.2","4.9","450379","815,717"
"South Carolina","39 - September 29 - October 11, 2021","142815","60038","7.9","3.2","1818628","4,033,193"
"South Dakota","39 - September 29 - October 11, 2021","14325","9916","4","2.8","355509","648,348"
"Tennessee","39 - September 29 - October 11, 2021","154449","61864","5.5","2.1","2813540","5,279,261"
"Texas","39 - September 29 - October 11, 2021","1270733","295188","10.7","2.4","11829144","21,688,354"
"Utah","39 - September 29 - October 11, 2021","98722","64607","6.5","4.2","1514770","2,324,002"
"Vermont","39 - September 29 - October 11, 2021","5576","4563","1.9","1.6","298498","485,680"
"Virginia","39 - September 29 - October 11, 2021","157759","59505","4.2","1.5","3783054","6,511,643"
"Washington","39 - September 29 - October 11, 2021","168710","51264","4.5","1.3","3745558","5,950,326"
"West Virginia","39 - September 29 - October 11, 2021","58614","29632","9","4.8","650533","1,377,441"
"Wisconsin","39 - September 29 - October 11, 2021","53293","23684","2.2","1","2435176","4,454,731"
"Wyoming","39 - September 29 - October 11, 2021","15836","9835","7.6","4.7","207342","438,527"
"Alabama","38 - September 15-27, 2021","122149","65934","6.4","3.3","1906517","3,737,637"
"Alaska","38 - September 15-27, 2021","17003","9567","5.1","2.9","335499","525,308"
"Arizona","38 - September 15-27, 2021","132045","58483","3.9","1.7","3407269","5,753,909"
"Arkansas","38 - September 15-27, 2021","80660","37591","7","3.3","1151084","2,264,877"
"California","38 - September 15-27, 2021","712980","223473","4","1.2","17924797","29,807,656"
"Colorado","38 - September 15-27, 2021","93347","53921","3.4","1.9","2748972","4,504,323"
"Connecticut","38 - September 15-27, 2021","64433","26389","4.1","1.6","1577307","2,724,164"
"Delaware","38 - September 15-27, 2021","42180","14839","9.9","3.4","427639","767,878"
"District of Columbia","38 - September 15-27, 2021","17488","10788","4.7","3","375577","546,656"
"Florida","38 - September 15-27, 2021","824317","271392","8.6","2.7","9592699","17,254,676"
"Georgia","38 - September 15-27, 2021","326550","195032","7.8","4.5","4175812","8,033,423"
"Hawaii","38 - September 15-27, 2021","32878","12666","5","2","655147","1,065,941"
"Idaho","38 - September 15-27, 2021","21836","9832","2.8","1.3","787814","1,382,940"
"Illinois","38 - September 15-27, 2021","331135","130819","6.3","2.4","5279022","9,479,736"
"Indiana","38 - September 15-27, 2021","105127","49739","3.7","1.7","2847669","5,029,256"
"Iowa","38 - September 15-27, 2021","41405","18306","3.2","1.4","1284135","2,349,714"
"Kansas","38 - September 15-27, 2021","45701","17554","4","1.6","1131654","2,146,524"
"Kentucky","38 - September 15-27, 2021","94117","55134","5.2","3","1793900","3,358,135"
"Louisiana","38 - September 15-27, 2021","125660","61817","7.1","3.4","1776339","3,432,241"
"Maine","38 - September 15-27, 2021","26941","26497","4.4","4.3","610992","1,073,016"
"Maryland","38 - September 15-27, 2021","226549","74100","8.4","2.8","2704048","4,585,752"
"Massachusetts","38 - September 15-27, 2021","110703","39815","3.6","1.3","3062088","5,309,617"
"Michigan","38 - September 15-27, 2021","341392","133345","8.7","3.3","3907798","7,631,231"
"Minnesota","38 - September 15-27, 2021","89268","42074","3.7","1.8","2389716","4,250,165"
"Mississippi","38 - September 15-27, 2021","151178","52366","14","4.7","1077416","2,186,321"
"Missouri","38 - September 15-27, 2021","116428","50894","4.6","2","2537651","4,638,839"
"Montana","38 - September 15-27, 2021","14953","7214","3.5","1.7","429255","834,511"
"Nebraska","38 - September 15-27, 2021","37041","16831","4.5","2.1","828565","1,420,835"
"Nevada","38 - September 15-27, 2021","92810","41140","6.2","2.7","1501846","2,450,986"
"New Hampshire","38 - September 15-27, 2021","18052","8662","3","1.5","607105","1,080,887"
"New Jersey","38 - September 15-27, 2021","237418","106681","6.7","2.9","3566670","6,767,278"
"New Mexico","38 - September 15-27, 2021","90355","55050","10.9","6.2","827826","1,604,259"
"New York","38 - September 15-27, 2021","772103","240532","9.8","3","7918294","14,714,964"
"North Carolina","38 - September 15-27, 2021","336398","113819","7.3","2.3","4619253","8,121,448"
"North Dakota","38 - September 15-27, 2021","4497","3544","1.5","1.2","297365","560,525"
"Ohio","38 - September 15-27, 2021","176159","89553","3.4","1.7","5139228","8,833,555"
"Oklahoma","38 - September 15-27, 2021","132270","60114","8","3.5","1662718","2,941,764"
"Oregon","38 - September 15-27, 2021","104199","41661","4.9","1.9","2120241","3,326,774"
"Pennsylvania","38 - September 15-27, 2021","233685","94362","4.4","1.8","5311254","9,760,505"
"Rhode Island","38 - September 15-27, 2021","28828","19687","6.1","4.1","472482","815,717"
"South Carolina","38 - September 15-27, 2021","206539","86759","10","4","2061647","4,033,193"
"South Dakota","38 - September 15-27, 2021","15833","10802","4.4","3","362696","648,348"
"Tennessee","38 - September 15-27, 2021","182762","76919","5.9","2.5","3117818","5,279,261"
"Texas","38 - September 15-27, 2021","864530","273806","7.5","2.3","11471502","21,688,354"
"Utah","38 - September 15-27, 2021","26256","14402","1.7","1","1502601","2,324,002"
"Vermont","38 - September 15-27, 2021","11096","7628","3.8","2.6","292715","485,680"
"Virginia","38 - September 15-27, 2021","83803","47755","2.2","1.3","3760168","6,511,643"
"Washington","38 - September 15-27, 2021","146968","57550","4","1.5","3715795","5,950,326"
"West Virginia","38 - September 15-27, 2021","37992","20293","6.6","3.4","579755","1,377,441"
"Wisconsin","38 - September 15-27, 2021","60568","28175","2.4","1.1","2490474","4,454,731"
"Wyoming","38 - September 15-27, 2021","8403","7649","3.2","2.9","260510","438,527"
"Alabama","37 - September 1-13, 2021","165237","77533","8.6","3.8","1929682","3,737,637"
"Alaska","37 - September 1-13, 2021","19462","5502","6","1.7","322263","525,308"
"Arizona","37 - September 1-13, 2021","184543","67027","5.7","2","3229653","5,753,909"
"Arkansas","37 - September 1-13, 2021","70121","30564","6.4","2.9","1087543","2,264,877"
"California","37 - September 1-13, 2021","1284136","319949","7.3","1.8","17682277","29,807,656"
"Colorado","37 - September 1-13, 2021","93858","58602","3.3","2","2851642","4,504,323"
"Connecticut","37 - September 1-13, 2021","112695","34362","7.3","2.2","1544001","2,724,164"
"Delaware","37 - September 1-13, 2021","23336","13088","5.2","2.9","444949","767,878"
"District of Columbia","37 - September 1-13, 2021","15962","9766","4.2","2.6","377901","546,656"
"Florida","37 - September 1-13, 2021","677653","302595","7","3.1","9617793","17,254,676"
"Georgia","37 - September 1-13, 2021","467364","135106","10.5","2.9","4433924","8,033,423"
"Hawaii","37 - September 1-13, 2021","26518","11784","4.5","1.9","593061","1,065,941"
"Idaho","37 - September 1-13, 2021","57488","38958","6.5","4.3","881282","1,382,940"
"Illinois","37 - September 1-13, 2021","338224","124805","6.8","2.4","4950278","9,479,736"
"Indiana","37 - September 1-13, 2021","204599","111385","7.2","3.7","2857829","5,029,256"
"Iowa","37 - September 1-13, 2021","30406","18345","2.4","1.5","1273032","2,349,714"
"Kansas","37 - September 1-13, 2021","78835","36350","6.5","2.9","1216646","2,146,524"
"Kentucky","37 - September 1-13, 2021","93734","34165","5.2","1.9","1795202","3,358,135"
"Louisiana","37 - September 1-13, 2021","198509","84878","11.9","4.7","1673307","3,432,241"
"Maine","37 - September 1-13, 2021","19746","10104","3.3","1.6","600154","1,073,016"
"Maryland","37 - September 1-13, 2021","117336","38055","4.4","1.5","2657556","4,585,752"
"Massachusetts","37 - September 1-13, 2021","181864","58295","5.7","1.8","3210572","5,309,617"
"Michigan","37 - September 1-13, 2021","272558","103002","6.9","2.7","3957315","7,631,231"
"Minnesota","37 - September 1-13, 2021","99036","49159","3.8","1.9","2587380","4,250,165"
"Mississippi","37 - September 1-13, 2021","101317","40996","9.1","3.6","1111394","2,186,321"
"Missouri","37 - September 1-13, 2021","96764","45694","3.9","1.8","2483372","4,638,839"
"Montana","37 - September 1-13, 2021","17803","8535","3.9","1.8","461080","834,511"
"Nebraska","37 - September 1-13, 2021","36918","27543","4.5","3.3","814504","1,420,835"
"Nevada","37 - September 1-13, 2021","52545","27595","3.5","1.8","1494143","2,450,986"
"New Hampshire","37 - September 1-13, 2021","10195","7194","1.6","1.1","654163","1,080,887"
"New Jersey","37 - September 1-13, 2021","258928","91721","6.9","2.4","3742336","6,767,278"
"New Mexico","37 - September 1-13, 2021","65197","27490","7.2","3.2","910531","1,604,259"
"New York","37 - September 1-13, 2021","796328","283195","10.2","3.5","7788816","14,714,964"
"North Carolina","37 - September 1-13, 2021","130317","63937","3","1.5","4381209","8,121,448"
"North Dakota","37 - September 1-13, 2021","11122","8748","3.6","2.8","307977","560,525"
"Ohio","37 - September 1-13, 2021","335206","147172","7.8","3.3","4273004","8,833,555"
