LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Maine,20 to 24,2013,Number,12000
State,Maine,16 to 24,2013,Number,16000
State,Louisiana,16 to 24,2013,Number,117000
State,Louisiana,20 to 24,2013,Number,88000
State,Louisiana,16 to 19,2013,Number,29000
State,Kentucky,16 to 24,2013,Number,80000
State,Kentucky,16 to 19,2013,Number,20000
State,Kentucky,20 to 24,2013,Number,61000
State,Kansas,16 to 24,2013,Number,38000
State,Kansas,20 to 24,2013,Number,28000
State,Kansas,16 to 19,2013,Number,10000
State,Iowa,16 to 19,2013,Number,8000
State,Iowa,20 to 24,2013,Number,25000
State,Iowa,16 to 24,2013,Number,33000
State,Indiana,20 to 24,2013,Number,87000
State,Indiana,16 to 19,2013,Number,26000
State,Indiana,16 to 24,2013,Number,113000
State,Illinois,16 to 24,2013,Number,209000
State,Illinois,16 to 19,2013,Number,50000
State,Illinois,20 to 24,2013,Number,159000
State,Idaho,16 to 24,2013,Number,29000
State,Idaho,20 to 24,2013,Number,22000
State,Idaho,16 to 19,2013,Number,7000
State,Hawaii,16 to 19,2013,Number,6000
State,Hawaii,20 to 24,2013,Number,15000
State,Hawaii,16 to 24,2013,Number,21000
State,Georgia,16 to 24,2013,Number,214000
State,Georgia,20 to 24,2013,Number,158000
State,Georgia,16 to 19,2013,Number,56000
State,Florida,16 to 24,2013,Number,348000
State,Florida,16 to 19,2013,Number,86000
State,Florida,20 to 24,2013,Number,261000
City,District of Columbia,16 to 24,2013,Number,16000
City,District of Columbia,20 to 24,2013,Number,13000
City,District of Columbia,16 to 19,2013,Number,3000
State,Delaware,16 to 24,2013,Number,16000
State,Delaware,16 to 19,2013,Number,3000
State,Delaware,20 to 24,2013,Number,13000
State,Connecticut,16 to 24,2013,Number,48000
State,Connecticut,20 to 24,2013,Number,37000
State,Connecticut,16 to 19,2013,Number,10000
State,Colorado,16 to 24,2013,Number,73000
State,Colorado,16 to 19,2013,Number,17000
State,Colorado,20 to 24,2013,Number,56000
State,California,16 to 24,2013,Number,693000
State,California,20 to 24,2013,Number,518000
State,California,16 to 19,2013,Number,175000
State,Arkansas,16 to 19,2013,Number,17000
State,Arkansas,20 to 24,2013,Number,45000
State,Arkansas,16 to 24,2013,Number,61000
State,Arizona,16 to 24,2013,Number,147000
State,Arizona,20 to 24,2013,Number,110000
State,Arizona,16 to 19,2013,Number,36000
State,Alaska,16 to 24,2013,Number,14000
State,Alaska,16 to 19,2013,Number,4000
State,Alaska,20 to 24,2013,Number,11000
State,Alabama,16 to 24,2013,Number,112000
State,Alabama,20 to 24,2013,Number,87000
State,Alabama,16 to 19,2013,Number,26000
Nation,United States,16 to 19,2013,Number,1347000
Nation,United States,20 to 24,2013,Number,4167000
Nation,United States,16 to 24,2013,Number,5514000
Nation,United States,16 to 24,2018,Number,4346000
Nation,United States,20 to 24,2018,Number,3160000
Nation,United States,16 to 19,2018,Number,1186000
State,Alabama,16 to 24,2018,Number,86000
State,Alabama,20 to 24,2018,Number,61000
State,Alabama,16 to 19,2018,Number,25000
State,Alaska,16 to 24,2018,Number,14000
State,Alaska,20 to 24,2018,Number,10000
State,Alaska,16 to 19,2018,Number,4000
State,Arizona,16 to 24,2018,Number,116000
State,Arizona,20 to 24,2018,Number,84000
State,Arizona,16 to 19,2018,Number,32000
State,Arkansas,16 to 24,2018,Number,54000
State,Arkansas,20 to 24,2018,Number,37000
State,Arkansas,16 to 19,2018,Number,17000
State,California,16 to 24,2018,Number,512000
State,California,20 to 24,2018,Number,380000
State,California,16 to 19,2018,Number,132000
State,Colorado,16 to 24,2018,Number,61000
State,Colorado,20 to 24,2018,Number,43000
State,Colorado,16 to 19,2018,Number,18000
State,Connecticut,16 to 24,2018,Number,39000
State,Connecticut,20 to 24,2018,Number,29000
State,Connecticut,16 to 19,2018,Number,11000
State,Delaware,16 to 24,2018,Number,12000
State,Delaware,20 to 24,2018,Number,10000
State,Delaware,16 to 19,2018,Number,2000
City,District of Columbia,16 to 24,2018,Number,9000
City,District of Columbia,20 to 24,2018,Number,7000
City,District of Columbia,16 to 19,2018,Number,2000
State,Florida,16 to 24,2018,Number,268000
State,Florida,20 to 24,2018,Number,194000
State,Florida,16 to 19,2018,Number,74000
State,Georgia,16 to 24,2018,Number,166000
State,Georgia,20 to 24,2018,Number,116000
State,Georgia,16 to 19,2018,Number,50000
State,Hawaii,16 to 24,2018,Number,14000
State,Hawaii,20 to 24,2018,Number,10000
State,Hawaii,16 to 19,2018,Number,4000
State,Idaho,16 to 24,2018,Number,26000
State,Idaho,20 to 24,2018,Number,18000
State,Idaho,16 to 19,2018,Number,8000
State,Illinois,16 to 24,2018,Number,154000
State,Illinois,20 to 24,2018,Number,117000
State,Illinois,16 to 19,2018,Number,37000
State,Indiana,16 to 24,2018,Number,87000
State,Indiana,20 to 24,2018,Number,66000
State,Indiana,16 to 19,2018,Number,21000
State,Iowa,16 to 24,2018,Number,32000
State,Iowa,20 to 24,2018,Number,23000
State,Iowa,16 to 19,2018,Number,10000
State,Kansas,16 to 24,2018,Number,32000
State,Kansas,20 to 24,2018,Number,21000
State,Kansas,16 to 19,2018,Number,10000
State,Kentucky,16 to 24,2018,Number,73000
State,Kentucky,20 to 24,2018,Number,54000
State,Kentucky,16 to 19,2018,Number,19000
State,Louisiana,16 to 24,2018,Number,95000
State,Louisiana,20 to 24,2018,Number,67000
State,Louisiana,16 to 19,2018,Number,28000
State,Maine,16 to 24,2018,Number,12000
State,Maine,20 to 24,2018,Number,8000
State,Maine,16 to 19,2018,Number,4000
State,Maryland,16 to 24,2018,Number,75000
State,Maryland,20 to 24,2018,Number,58000
State,Maryland,16 to 19,2018,Number,17000
State,Massachusetts,16 to 24,2018,Number,63000
State,Massachusetts,20 to 24,2018,Number,45000
State,Massachusetts,16 to 19,2018,Number,17000
State,Michigan,16 to 24,2018,Number,130000
State,Michigan,20 to 24,2018,Number,94000
State,Michigan,16 to 19,2018,Number,37000
State,Minnesota,16 to 24,2018,Number,47000
State,Minnesota,20 to 24,2018,Number,35000
State,Minnesota,16 to 19,2018,Number,12000
State,Mississippi,16 to 24,2018,Number,60000
State,Mississippi,20 to 24,2018,Number,42000
State,Mississippi,16 to 19,2018,Number,18000
State,Missouri,16 to 24,2018,Number,78000
State,Missouri,20 to 24,2018,Number,57000
State,Missouri,16 to 19,2018,Number,21000
State,Montana,16 to 24,2018,Number,13000
State,Montana,20 to 24,2018,Number,8000
State,Montana,16 to 19,2018,Number,5000
State,Nebraska,16 to 24,2018,Number,18000
State,Nebraska,20 to 24,2018,Number,13000
State,Nebraska,16 to 19,2018,Number,5000
State,Nevada,16 to 24,2018,Number,43000
State,Nevada,20 to 24,2018,Number,29000
State,Nevada,16 to 19,2018,Number,13000
State,New Hampshire,16 to 24,2018,Number,12000
State,New Hampshire,20 to 24,2018,Number,9000
State,New Hampshire,16 to 19,2018,Number,3000
State,New Jersey,16 to 24,2018,Number,104000
State,New Jersey,20 to 24,2018,Number,80000
State,New Jersey,16 to 19,2018,Number,24000
State,New Mexico,16 to 24,2018,Number,44000
State,New Mexico,20 to 24,2018,Number,31000
State,New Mexico,16 to 19,2018,Number,14000
State,New York,16 to 24,2018,Number,248000
State,New York,20 to 24,2018,Number,191000
State,New York,16 to 19,2018,Number,57000
State,North Carolina,16 to 24,2018,Number,144000
State,North Carolina,20 to 24,2018,Number,103000
State,North Carolina,16 to 19,2018,Number,41000
State,North Dakota,16 to 24,2018,Number,7000
State,North Dakota,20 to 24,2018,Number,6000
State,North Dakota,16 to 19,2018,Number,1000
State,Ohio,16 to 24,2018,Number,141000
State,Ohio,20 to 24,2018,Number,101000
State,Ohio,16 to 19,2018,Number,40000
State,Oklahoma,16 to 24,2018,Number,59000
State,Oklahoma,20 to 24,2018,Number,43000
State,Oklahoma,16 to 19,2018,Number,16000
State,Oregon,16 to 24,2018,Number,53000
State,Oregon,20 to 24,2018,Number,39000
State,Oregon,16 to 19,2018,Number,14000
State,Pennsylvania,16 to 24,2018,Number,157000
State,Pennsylvania,20 to 24,2018,Number,114000
State,Pennsylvania,16 to 19,2018,Number,43000
State,Rhode Island,16 to 24,2018,Number,13000
State,Rhode Island,20 to 24,2018,Number,11000
State,Rhode Island,16 to 19,2018,Number,2000
State,South Carolina,16 to 24,2018,Number,77000
State,South Carolina,20 to 24,2018,Number,55000
State,South Carolina,16 to 19,2018,Number,22000
State,South Dakota,16 to 24,2018,Number,10000
State,South Dakota,20 to 24,2018,Number,8000
State,South Dakota,16 to 19,2018,Number,3000
State,Tennessee,16 to 24,2018,Number,108000
State,Tennessee,20 to 24,2018,Number,77000
State,Tennessee,16 to 19,2018,Number,30000
State,Texas,16 to 24,2018,Number,462000
State,Texas,20 to 24,2018,Number,324000
State,Texas,16 to 19,2018,Number,137000
State,Utah,16 to 24,2018,Number,34000
State,Utah,20 to 24,2018,Number,23000
State,Utah,16 to 19,2018,Number,11000
State,Vermont,16 to 24,2018,Number,6000
State,Vermont,20 to 24,2018,Number,S
State,Vermont,16 to 19,2018,Number,S
State,Virginia,16 to 24,2018,Number,91000
State,Virginia,20 to 24,2018,Number,70000
State,Virginia,16 to 19,2018,Number,20000
State,Washington,16 to 24,2018,Number,89000
State,Washington,20 to 24,2018,Number,66000
State,Washington,16 to 19,2018,Number,23000
State,West Virginia,16 to 24,2018,Number,34000
State,West Virginia,20 to 24,2018,Number,23000
State,West Virginia,16 to 19,2018,Number,11000
State,Wisconsin,16 to 24,2018,Number,59000
State,Wisconsin,20 to 24,2018,Number,44000
State,Wisconsin,16 to 19,2018,Number,15000
State,Wyoming,16 to 24,2018,Number,7000
State,Wyoming,20 to 24,2018,Number,5000
State,Wyoming,16 to 19,2018,Number,2000
Territory,Puerto Rico,16 to 24,2018,Number,82000
Territory,Puerto Rico,20 to 24,2018,Number,60000
Territory,Puerto Rico,16 to 19,2018,Number,22000
Territory,Puerto Rico,16 to 19,2018,Percent,0.13
Territory,Puerto Rico,20 to 24,2018,Percent,0.27
Territory,Puerto Rico,16 to 24,2018,Percent,0.21
State,Wyoming,16 to 19,2018,Percent,0.07
State,Wyoming,20 to 24,2018,Percent,0.14
State,Wyoming,16 to 24,2018,Percent,0.1
State,Wisconsin,16 to 19,2018,Percent,0.05
State,Wisconsin,20 to 24,2018,Percent,0.11
State,Wisconsin,16 to 24,2018,Percent,0.08
State,West Virginia,16 to 19,2018,Percent,0.12
State,West Virginia,20 to 24,2018,Percent,0.2
State,West Virginia,16 to 24,2018,Percent,0.16
State,Washington,16 to 19,2018,Percent,0.06
State,Washington,20 to 24,2018,Percent,0.14
State,Washington,16 to 24,2018,Percent,0.11
State,Virginia,16 to 19,2018,Percent,0.04
State,Virginia,20 to 24,2018,Percent,0.12
State,Virginia,16 to 24,2018,Percent,0.09
State,Vermont,16 to 19,2018,Percent,S
State,Vermont,20 to 24,2018,Percent,S
State,Vermont,16 to 24,2018,Percent,0.08
State,Utah,16 to 19,2018,Percent,0.05
State,Utah,20 to 24,2018,Percent,0.09
State,Utah,16 to 24,2018,Percent,0.07
State,Texas,16 to 19,2018,Percent,0.08
State,Texas,20 to 24,2018,Percent,0.16
State,Texas,16 to 24,2018,Percent,0.13
State,Tennessee,16 to 19,2018,Percent,0.09
State,Tennessee,20 to 24,2018,Percent,0.18
State,Tennessee,16 to 24,2018,Percent,0.14
State,South Dakota,16 to 19,2018,Percent,0.05
State,South Dakota,20 to 24,2018,Percent,0.14
State,South Dakota,16 to 24,2018,Percent,0.1
State,South Carolina,16 to 19,2018,Percent,0.08
State,South Carolina,20 to 24,2018,Percent,0.17
State,South Carolina,16 to 24,2018,Percent,0.13
State,Rhode Island,16 to 19,2018,Percent,0.03
State,Rhode Island,20 to 24,2018,Percent,0.15
State,Rhode Island,16 to 24,2018,Percent,0.09
State,Pennsylvania,16 to 19,2018,Percent,0.06
State,Pennsylvania,20 to 24,2018,Percent,0.14
State,Pennsylvania,16 to 24,2018,Percent,0.11
State,Oregon,16 to 19,2018,Percent,0.07
State,Oregon,20 to 24,2018,Percent,0.15
State,Oregon,16 to 24,2018,Percent,0.11
State,Oklahoma,16 to 19,2018,Percent,0.08
State,Oklahoma,20 to 24,2018,Percent,0.16
State,Oklahoma,16 to 24,2018,Percent,0.12
State,Ohio,16 to 19,2018,Percent,0.06
State,Ohio,20 to 24,2018,Percent,0.13
State,Ohio,16 to 24,2018,Percent,0.1
State,North Dakota,16 to 19,2018,Percent,0.04
State,North Dakota,20 to 24,2018,Percent,0.09
State,North Dakota,16 to 24,2018,Percent,0.07
State,North Carolina,16 to 19,2018,Percent,0.07
State,North Carolina,20 to 24,2018,Percent,0.15
State,North Carolina,16 to 24,2018,Percent,0.12
State,New York,16 to 19,2018,Percent,0.06
State,New York,20 to 24,2018,Percent,0.15
State,New York,16 to 24,2018,Percent,0.11
State,New Mexico,16 to 19,2018,Percent,0.12
State,New Mexico,20 to 24,2018,Percent,0.22
State,New Mexico,16 to 24,2018,Percent,0.17
State,New Jersey,16 to 19,2018,Percent,0.05
State,New Jersey,20 to 24,2018,Percent,0.15
State,New Jersey,16 to 24,2018,Percent,0.1
State,New Hampshire,16 to 19,2018,Percent,0.04
State,New Hampshire,20 to 24,2018,Percent,0.11
State,New Hampshire,16 to 24,2018,Percent,0.08
State,Nevada,16 to 19,2018,Percent,0.09
State,Nevada,20 to 24,2018,Percent,0.16
State,Nevada,16 to 24,2018,Percent,0.13
State,Nebraska,16 to 19,2018,Percent,0.04
State,Nebraska,20 to 24,2018,Percent,0.1
State,Nebraska,16 to 24,2018,Percent,0.07
State,Montana,16 to 19,2018,Percent,0.09
State,Montana,20 to 24,2018,Percent,0.11
State,Montana,16 to 24,2018,Percent,0.1
State,Missouri,16 to 19,2018,Percent,0.07
State,Missouri,20 to 24,2018,Percent,0.14
State,Missouri,16 to 24,2018,Percent,0.11
State,Mississippi,16 to 19,2018,Percent,0.1
State,Mississippi,20 to 24,2018,Percent,0.21
State,Mississippi,16 to 24,2018,Percent,0.16
State,Minnesota,16 to 19,2018,Percent,0.04
State,Minnesota,20 to 24,2018,Percent,0.1
State,Minnesota,16 to 24,2018,Percent,0.07
State,Michigan,16 to 19,2018,Percent,0.07
State,Michigan,20 to 24,2018,Percent,0.14
State,Michigan,16 to 24,2018,Percent,0.11
State,Massachusetts,16 to 19,2018,Percent,0.05
State,Massachusetts,20 to 24,2018,Percent,0.09
State,Massachusetts,16 to 24,2018,Percent,0.07
State,Maryland,16 to 19,2018,Percent,0.06
State,Maryland,20 to 24,2018,Percent,0.15
State,Maryland,16 to 24,2018,Percent,0.11
State,Maine,16 to 19,2018,Percent,0.06
State,Maine,20 to 24,2018,Percent,0.11
State,Maine,16 to 24,2018,Percent,0.09
State,Louisiana,16 to 19,2018,Percent,0.11
State,Louisiana,20 to 24,2018,Percent,0.22
State,Louisiana,16 to 24,2018,Percent,0.17
State,Kentucky,16 to 19,2018,Percent,0.08
State,Kentucky,20 to 24,2018,Percent,0.18
State,Kentucky,16 to 24,2018,Percent,0.14
State,Kansas,16 to 19,2018,Percent,0.06
State,Kansas,20 to 24,2018,Percent,0.1
State,Kansas,16 to 24,2018,Percent,0.08
State,Iowa,16 to 19,2018,Percent,0.05
State,Iowa,20 to 24,2018,Percent,0.1
State,Iowa,16 to 24,2018,Percent,0.08
State,Indiana,16 to 19,2018,Percent,0.06
State,Indiana,20 to 24,2018,Percent,0.14
State,Indiana,16 to 24,2018,Percent,0.1
State,Illinois,16 to 19,2018,Percent,0.06
State,Illinois,20 to 24,2018,Percent,0.14
State,Illinois,16 to 24,2018,Percent,0.1
State,Idaho,16 to 19,2018,Percent,0.09
State,Idaho,20 to 24,2018,Percent,0.15
State,Idaho,16 to 24,2018,Percent,0.12
State,Hawaii,16 to 19,2018,Percent,0.06
State,Hawaii,20 to 24,2018,Percent,0.11
State,Hawaii,16 to 24,2018,Percent,0.09
State,Georgia,16 to 19,2018,Percent,0.08
State,Georgia,20 to 24,2018,Percent,0.16
State,Georgia,16 to 24,2018,Percent,0.12
State,Florida,16 to 19,2018,Percent,0.07
State,Florida,20 to 24,2018,Percent,0.15
State,Florida,16 to 24,2018,Percent,0.12
City,District of Columbia,16 to 19,2018,Percent,0.06
City,District of Columbia,20 to 24,2018,Percent,0.13
City,District of Columbia,16 to 24,2018,Percent,0.1
State,Delaware,16 to 19,2018,Percent,0.04
State,Delaware,20 to 24,2018,Percent,0.16
State,Delaware,16 to 24,2018,Percent,0.11
State,Connecticut,16 to 19,2018,Percent,0.05
State,Connecticut,20 to 24,2018,Percent,0.12
State,Connecticut,16 to 24,2018,Percent,0.09
State,Colorado,16 to 19,2018,Percent,0.06
State,Colorado,20 to 24,2018,Percent,0.12
State,Colorado,16 to 24,2018,Percent,0.09
State,California,16 to 19,2018,Percent,0.06
State,California,20 to 24,2018,Percent,0.14
State,California,16 to 24,2018,Percent,0.11
State,Arkansas,16 to 19,2018,Percent,0.1
State,Arkansas,20 to 24,2018,Percent,0.18
State,Arkansas,16 to 24,2018,Percent,0.15
State,Arizona,16 to 19,2018,Percent,0.08
State,Arizona,20 to 24,2018,Percent,0.17
State,Arizona,16 to 24,2018,Percent,0.13
State,Alaska,16 to 19,2018,Percent,0.1
State,Alaska,20 to 24,2018,Percent,0.21
State,Alaska,16 to 24,2018,Percent,0.16
State,Alabama,16 to 19,2018,Percent,0.09
State,Alabama,20 to 24,2018,Percent,0.19
State,Alabama,16 to 24,2018,Percent,0.14
Nation,United States,16 to 19,2018,Percent,0.07
Nation,United States,20 to 24,2018,Percent,0.15
Nation,United States,16 to 24,2018,Percent,0.11
State,Alabama,16 to 19,2009,Percent,0.1
Nation,United States,16 to 24,2009,Percent,0.14
State,Alaska,16 to 19,2009,Percent,0.12
State,Alaska,20 to 24,2009,Percent,0.19
State,Alabama,16 to 24,2009,Percent,0.16
State,Alabama,20 to 24,2009,Percent,0.22
State,Arizona,16 to 19,2009,Percent,0.11
State,Alaska,16 to 24,2009,Percent,0.16
State,Arkansas,20 to 24,2009,Percent,0.23
State,Arkansas,16 to 19,2009,Percent,0.1
State,Arizona,16 to 24,2009,Percent,0.17
State,Arizona,20 to 24,2009,Percent,0.22
State,California,16 to 19,2009,Percent,0.08
State,Arkansas,16 to 24,2009,Percent,0.17
State,Colorado,16 to 19,2009,Percent,0.08
State,California,16 to 24,2009,Percent,0.15
State,California,20 to 24,2009,Percent,0.2
State,Connecticut,16 to 19,2009,Percent,0.06
State,Colorado,16 to 24,2009,Percent,0.13
State,Colorado,20 to 24,2009,Percent,0.17
State,Connecticut,16 to 24,2009,Percent,0.11
State,Connecticut,20 to 24,2009,Percent,0.15
City,District of Columbia,16 to 19,2009,Percent,0.1
State,Delaware,16 to 24,2009,Percent,0.12
State,Delaware,20 to 24,2009,Percent,0.16
State,Delaware,16 to 19,2009,Percent,0.08
State,Florida,16 to 19,2009,Percent,0.11
City,District of Columbia,16 to 24,2009,Percent,0.18
City,District of Columbia,20 to 24,2009,Percent,0.24
State,Georgia,16 to 19,2009,Percent,0.12
State,Florida,16 to 24,2009,Percent,0.16
State,Florida,20 to 24,2009,Percent,0.2
State,Georgia,16 to 24,2009,Percent,0.17
State,Georgia,20 to 24,2009,Percent,0.22
State,Idaho,16 to 19,2009,Percent,0.09
State,Hawaii,16 to 24,2009,Percent,0.13
State,Hawaii,20 to 24,2009,Percent,0.15
State,Hawaii,16 to 19,2009,Percent,0.12
State,Idaho,16 to 24,2009,Percent,0.16
State,Idaho,20 to 24,2009,Percent,0.21
State,Indiana,20 to 24,2009,Percent,0.2
State,Indiana,16 to 24,2009,Percent,0.15
State,Indiana,16 to 19,2009,Percent,0.09
State,Illinois,16 to 24,2009,Percent,0.14
State,Illinois,20 to 24,2009,Percent,0.18
State,Illinois,16 to 19,2009,Percent,0.09
Nation,United States,20 to 24,2009,Percent,0.19
Nation,United States,16 to 19,2009,Percent,0.09
State,Iowa,20 to 24,2009,Percent,0.11
State,Iowa,16 to 19,2009,Percent,0.06
State,Kansas,16 to 19,2009,Percent,0.07
State,Iowa,16 to 24,2009,Percent,0.09
State,Kansas,16 to 24,2009,Percent,0.11
State,Kansas,20 to 24,2009,Percent,0.14
State,Kentucky,16 to 19,2009,Percent,0.1
State,Kentucky,20 to 24,2009,Percent,0.24
State,Louisiana,16 to 19,2009,Percent,0.11
State,Kentucky,16 to 24,2009,Percent,0.18
State,Louisiana,16 to 24,2009,Percent,0.17
State,Louisiana,20 to 24,2009,Percent,0.22
State,Maine,20 to 24,2009,Percent,0.17
State,Maine,16 to 19,2009,Percent,0.07
State,Maryland,16 to 19,2009,Percent,0.08
State,Maine,16 to 24,2009,Percent,0.12
State,Maryland,16 to 24,2009,Percent,0.14
State,Maryland,20 to 24,2009,Percent,0.18
State,Massachusetts,16 to 19,2009,Percent,0.06
State,Michigan,16 to 19,2009,Percent,0.09
State,Massachusetts,16 to 24,2009,Percent,0.11
State,Massachusetts,20 to 24,2009,Percent,0.14
State,Michigan,16 to 24,2009,Percent,0.15
State,Michigan,20 to 24,2009,Percent,0.2
State,Minnesota,16 to 24,2009,Percent,0.11
State,Minnesota,20 to 24,2009,Percent,0.14
State,Minnesota,16 to 19,2009,Percent,0.06
State,Mississippi,16 to 19,2009,Percent,0.12
State,Mississippi,16 to 24,2009,Percent,0.18
State,Mississippi,20 to 24,2009,Percent,0.24
State,Missouri,16 to 19,2009,Percent,0.09
State,Missouri,20 to 24,2009,Percent,0.18
State,Montana,16 to 19,2009,Percent,0.11
State,Missouri,16 to 24,2009,Percent,0.14
