State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Alabama,2021,202102,Substance use disorder,Telehealth,"3,067",2.4,
Alabama,2021,202103,Mental health disorder,Emergency department,"5,326",4.2,
Alabama,2021,202103,Mental health disorder,Inpatient,"3,322",2.6,
Alabama,2021,202103,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,838",6.1,
Alabama,2021,202103,Mental health disorder,Outpatient,"106,751",83.5,
Alabama,2021,202103,Mental health disorder,Telehealth,"18,511",14.5,
Alabama,2021,202103,Substance use disorder,Emergency department,"7,756",6.1,
Alabama,2021,202103,Substance use disorder,Inpatient,"3,386",2.6,
Alabama,2021,202103,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,521",8.2,
Alabama,2021,202103,Substance use disorder,Outpatient,"2,081",1.6,
Alabama,2021,202103,Substance use disorder,Telehealth,"3,218",2.5,
Alabama,2021,202104,Mental health disorder,Emergency department,"5,275",4.1,
Alabama,2021,202104,Mental health disorder,Inpatient,"3,231",2.5,
Alabama,2021,202104,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,951",6.2,
Alabama,2021,202104,Mental health disorder,Outpatient,"104,664",81.3,
Alabama,2021,202104,Mental health disorder,Telehealth,"15,849",12.3,
Alabama,2021,202104,Substance use disorder,Emergency department,"7,801",6.1,
Alabama,2021,202104,Substance use disorder,Inpatient,"3,324",2.6,
Alabama,2021,202104,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,869",7.7,
Alabama,2021,202104,Substance use disorder,Outpatient,"2,100",1.6,
Alabama,2021,202104,Substance use disorder,Telehealth,"2,720",2.1,
Alabama,2021,202105,Mental health disorder,Emergency department,"5,385",4.1,
Alabama,2021,202105,Mental health disorder,Inpatient,"3,371",2.6,
Alabama,2021,202105,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,031",5.4,
Alabama,2021,202105,Mental health disorder,Outpatient,"98,719",75.9,
Alabama,2021,202105,Mental health disorder,Telehealth,"13,285",10.2,
Alabama,2021,202105,Substance use disorder,Emergency department,"8,820",6.8,
Alabama,2021,202105,Substance use disorder,Inpatient,"3,554",2.7,
Alabama,2021,202105,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,651",7.4,
Alabama,2021,202105,Substance use disorder,Outpatient,"2,108",1.6,
Alabama,2021,202105,Substance use disorder,Telehealth,"2,283",1.8,
Alabama,2021,202106,Mental health disorder,Emergency department,"5,190",4,
Alabama,2021,202106,Mental health disorder,Inpatient,"3,338",2.6,
Alabama,2021,202106,Mental health disorder,Intensive outpatient/Partial hospitalization,"9,897",7.6,
Alabama,2021,202106,Mental health disorder,Outpatient,"102,049",78.1,
Alabama,2021,202106,Mental health disorder,Telehealth,"12,092",9.2,
Alabama,2021,202106,Substance use disorder,Emergency department,"8,696",6.7,
Alabama,2021,202106,Substance use disorder,Inpatient,"3,561",2.7,
Alabama,2021,202106,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,206",7.8,
Alabama,2021,202106,Substance use disorder,Outpatient,"2,317",1.8,
Alabama,2021,202106,Substance use disorder,Telehealth,"2,277",1.7,
Alabama,2021,202107,Mental health disorder,Emergency department,"4,942",3.8,
Alabama,2021,202107,Mental health disorder,Inpatient,"3,446",2.6,
Alabama,2021,202107,Mental health disorder,Intensive outpatient/Partial hospitalization,"8,489",6.5,
Alabama,2021,202107,Mental health disorder,Outpatient,"100,705",76.8,
Alabama,2021,202107,Mental health disorder,Telehealth,"9,690",7.4,
Alabama,2021,202107,Substance use disorder,Emergency department,"9,028",6.9,
Alabama,2021,202107,Substance use disorder,Inpatient,"3,692",2.8,
Alabama,2021,202107,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,237",7.8,
Alabama,2021,202107,Substance use disorder,Outpatient,"2,277",1.7,
Alabama,2021,202107,Substance use disorder,Telehealth,"1,904",1.5,
Alabama,2021,202108,Mental health disorder,Emergency department,"5,068",3.8,
Alabama,2021,202108,Mental health disorder,Inpatient,"3,033",2.3,
Alabama,2021,202108,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,330",4.8,
Alabama,2021,202108,Mental health disorder,Outpatient,"102,276",77.5,
Alabama,2021,202108,Mental health disorder,Telehealth,"10,802",8.2,
Alabama,2021,202108,Substance use disorder,Emergency department,"8,224",6.2,
Alabama,2021,202108,Substance use disorder,Inpatient,"3,023",2.3,
Alabama,2021,202108,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,942",7.5,
Alabama,2021,202108,Substance use disorder,Outpatient,"2,170",1.6,
Alabama,2021,202108,Substance use disorder,Telehealth,"2,056",1.6,
Alabama,2021,202109,Mental health disorder,Emergency department,"4,960",3.7,
Alabama,2021,202109,Mental health disorder,Inpatient,"2,968",2.2,
Alabama,2021,202109,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,826",5.1,
Alabama,2021,202109,Mental health disorder,Outpatient,"104,429",78.8,
Alabama,2021,202109,Mental health disorder,Telehealth,"11,650",8.8,
Alabama,2021,202109,Substance use disorder,Emergency department,"7,323",5.5,
Alabama,2021,202109,Substance use disorder,Inpatient,"3,005",2.3,
Alabama,2021,202109,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,832",7.4,
Alabama,2021,202109,Substance use disorder,Outpatient,"2,178",1.6,
Alabama,2021,202109,Substance use disorder,Telehealth,"2,269",1.7,
Alabama,2021,202110,Mental health disorder,Emergency department,"4,314",3.2,
Alabama,2021,202110,Mental health disorder,Inpatient,"2,768",2.1,
Alabama,2021,202110,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,122",5.3,
Alabama,2021,202110,Mental health disorder,Outpatient,"105,180",78.9,
Alabama,2021,202110,Mental health disorder,Telehealth,"10,954",8.2,
Alabama,2021,202110,Substance use disorder,Emergency department,"7,297",5.5,
Alabama,2021,202110,Substance use disorder,Inpatient,"3,126",2.3,
Alabama,2021,202110,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,752",7.3,
Alabama,2021,202110,Substance use disorder,Outpatient,"2,156",1.6,
Alabama,2021,202110,Substance use disorder,Telehealth,"2,287",1.7,
Alabama,2021,202111,Mental health disorder,Emergency department,"4,155",3.1,
Alabama,2021,202111,Mental health disorder,Inpatient,"2,709",2,
Alabama,2021,202111,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,819",5.1,
Alabama,2021,202111,Mental health disorder,Outpatient,"102,457",76.5,
Alabama,2021,202111,Mental health disorder,Telehealth,"10,052",7.5,
Alabama,2021,202111,Substance use disorder,Emergency department,"7,441",5.6,
Alabama,2021,202111,Substance use disorder,Inpatient,"3,140",2.3,
Alabama,2021,202111,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,395",7,
Alabama,2021,202111,Substance use disorder,Outpatient,"2,282",1.7,
Alabama,2021,202111,Substance use disorder,Telehealth,"2,212",1.7,
Alabama,2021,202112,Mental health disorder,Emergency department,"4,040",3,
Alabama,2021,202112,Mental health disorder,Inpatient,"2,458",1.8,
Alabama,2021,202112,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,636",4.9,
Alabama,2021,202112,Mental health disorder,Outpatient,"96,691",71.8,
Alabama,2021,202112,Mental health disorder,Telehealth,"9,681",7.2,
Alabama,2021,202112,Substance use disorder,Emergency department,"7,961",5.9,
Alabama,2021,202112,Substance use disorder,Inpatient,"2,965",2.2,
Alabama,2021,202112,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,061",6.7,
Alabama,2021,202112,Substance use disorder,Outpatient,"2,198",1.6,
Alabama,2021,202112,Substance use disorder,Telehealth,"2,282",1.7,
Alabama,2022,202201,Mental health disorder,Emergency department,"3,846",2.8,
Alabama,2022,202201,Mental health disorder,Inpatient,"2,625",1.9,
Alabama,2022,202201,Mental health disorder,Intensive outpatient/Partial hospitalization,"5,848",4.3,
Alabama,2022,202201,Mental health disorder,Outpatient,"99,524",73.1,
Alabama,2022,202201,Mental health disorder,Telehealth,"11,775",8.7,
Alabama,2022,202201,Substance use disorder,Emergency department,"7,917",5.8,
Alabama,2022,202201,Substance use disorder,Inpatient,"2,987",2.2,
Alabama,2022,202201,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,645",7.1,
Alabama,2022,202201,Substance use disorder,Outpatient,"1,940",1.4,
Alabama,2022,202201,Substance use disorder,Telehealth,"2,670",2,
Alabama,2022,202202,Mental health disorder,Emergency department,"3,805",2.8,
Alabama,2022,202202,Mental health disorder,Inpatient,"2,477",1.8,
Alabama,2022,202202,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,403",5.4,
Alabama,2022,202202,Mental health disorder,Outpatient,"107,589",78.7,
Alabama,2022,202202,Mental health disorder,Telehealth,"9,782",7.2,
Alabama,2022,202202,Substance use disorder,Emergency department,"6,160",4.5,
Alabama,2022,202202,Substance use disorder,Inpatient,"2,686",2,
Alabama,2022,202202,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,518",7,
Alabama,2022,202202,Substance use disorder,Outpatient,"2,273",1.7,
Alabama,2022,202202,Substance use disorder,Telehealth,"2,515",1.8,
Alabama,2022,202203,Mental health disorder,Emergency department,"4,186",3,
Alabama,2022,202203,Mental health disorder,Inpatient,"2,795",2,
Alabama,2022,202203,Mental health disorder,Intensive outpatient/Partial hospitalization,"8,566",6.2,
Alabama,2022,202203,Mental health disorder,Outpatient,"123,565",90,
Alabama,2022,202203,Mental health disorder,Telehealth,"9,805",7.1,
Alabama,2022,202203,Substance use disorder,Emergency department,"7,457",5.4,
Alabama,2022,202203,Substance use disorder,Inpatient,"3,172",2.3,
Alabama,2022,202203,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,737",7.8,
Alabama,2022,202203,Substance use disorder,Outpatient,"2,535",1.8,
Alabama,2022,202203,Substance use disorder,Telehealth,"2,879",2.1,
Alabama,2022,202204,Mental health disorder,Emergency department,"4,024",2.9,
Alabama,2022,202204,Mental health disorder,Inpatient,"2,644",1.9,
Alabama,2022,202204,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,968",5.8,
Alabama,2022,202204,Mental health disorder,Outpatient,"114,696",83.2,
Alabama,2022,202204,Mental health disorder,Telehealth,"8,289",6,
Alabama,2022,202204,Substance use disorder,Emergency department,"7,625",5.5,
Alabama,2022,202204,Substance use disorder,Inpatient,"3,086",2.2,
Alabama,2022,202204,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,009",7.3,
Alabama,2022,202204,Substance use disorder,Outpatient,"2,437",1.8,
Alabama,2022,202204,Substance use disorder,Telehealth,"2,570",1.9,
Alabama,2022,202205,Mental health disorder,Emergency department,"4,251",3.1,
Alabama,2022,202205,Mental health disorder,Inpatient,"2,943",2.1,
Alabama,2022,202205,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,707",5.6,
Alabama,2022,202205,Mental health disorder,Outpatient,"114,383",82.5,
Alabama,2022,202205,Mental health disorder,Telehealth,"8,146",5.9,
Alabama,2022,202205,Substance use disorder,Emergency department,"8,324",6,
Alabama,2022,202205,Substance use disorder,Inpatient,"3,351",2.4,
Alabama,2022,202205,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,233",7.4,
Alabama,2022,202205,Substance use disorder,Outpatient,"2,547",1.8,
Alabama,2022,202205,Substance use disorder,Telehealth,"2,394",1.7,
Alabama,2022,202206,Mental health disorder,Emergency department,"3,705",2.7,
Alabama,2022,202206,Mental health disorder,Inpatient,"2,724",2,
Alabama,2022,202206,Mental health disorder,Intensive outpatient/Partial hospitalization,"9,905",7.1,
Alabama,2022,202206,Mental health disorder,Outpatient,"108,716",78.1,
Alabama,2022,202206,Mental health disorder,Telehealth,"8,815",6.3,
Alabama,2022,202206,Substance use disorder,Emergency department,"8,227",5.9,
Alabama,2022,202206,Substance use disorder,Inpatient,"3,143",2.3,
Alabama,2022,202206,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,609",6.9,
Alabama,2022,202206,Substance use disorder,Outpatient,"2,600",1.9,
Alabama,2022,202206,Substance use disorder,Telehealth,"2,293",1.6,
Alabama,2022,202207,Mental health disorder,Emergency department,"3,703",2.6,
Alabama,2022,202207,Mental health disorder,Inpatient,"2,726",1.9,
Alabama,2022,202207,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,586",5.4,
Alabama,2022,202207,Mental health disorder,Outpatient,"101,385",72.4,
Alabama,2022,202207,Mental health disorder,Telehealth,"8,168",5.8,
Alabama,2022,202207,Substance use disorder,Emergency department,"8,348",6,
Alabama,2022,202207,Substance use disorder,Inpatient,"3,218",2.3,
Alabama,2022,202207,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,996",6.4,
Alabama,2022,202207,Substance use disorder,Outpatient,"2,254",1.6,
Alabama,2022,202207,Substance use disorder,Telehealth,"2,031",1.5,
Alabama,2022,202208,Mental health disorder,Emergency department,"4,229",3,
Alabama,2022,202208,Mental health disorder,Inpatient,"2,900",2.1,
Alabama,2022,202208,Mental health disorder,Intensive outpatient/Partial hospitalization,"7,514",5.3,
Alabama,2022,202208,Mental health disorder,Outpatient,"120,061",85.3,
Alabama,2022,202208,Mental health disorder,Telehealth,"8,333",5.9,
Alabama,2022,202208,Substance use disorder,Emergency department,"8,192",5.8,
Alabama,2022,202208,Substance use disorder,Inpatient,"3,322",2.4,
Alabama,2022,202208,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,289",7.3,
Alabama,2022,202208,Substance use disorder,Outpatient,"2,850",2,
Alabama,2022,202208,Substance use disorder,Telehealth,"1,741",1.2,
Alabama,2022,202209,Mental health disorder,Emergency department,"4,229",3,
Alabama,2022,202209,Mental health disorder,Inpatient,"2,975",2.1,
Alabama,2022,202209,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,987",4.9,
Alabama,2022,202209,Mental health disorder,Outpatient,"116,338",82.3,
Alabama,2022,202209,Mental health disorder,Telehealth,"6,764",4.8,
Alabama,2022,202209,Substance use disorder,Emergency department,"7,796",5.5,
Alabama,2022,202209,Substance use disorder,Inpatient,"3,161",2.2,
Alabama,2022,202209,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,174",6.5,
Alabama,2022,202209,Substance use disorder,Outpatient,"2,502",1.8,
Alabama,2022,202209,Substance use disorder,Telehealth,"1,320",0.9,
Alabama,2022,202210,Mental health disorder,Emergency department,"4,298",3,
Alabama,2022,202210,Mental health disorder,Inpatient,"2,851",2,
Alabama,2022,202210,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,999",4.9,
Alabama,2022,202210,Mental health disorder,Outpatient,"114,670",80.7,
Alabama,2022,202210,Mental health disorder,Telehealth,"6,979",4.9,
Alabama,2022,202210,Substance use disorder,Emergency department,"8,051",5.7,
Alabama,2022,202210,Substance use disorder,Inpatient,"3,132",2.2,
Alabama,2022,202210,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,715",6.1,
Alabama,2022,202210,Substance use disorder,Outpatient,"2,429",1.7,
Alabama,2022,202210,Substance use disorder,Telehealth,"1,206",0.8,
Alabama,2022,202211,Mental health disorder,Emergency department,"3,993",2.8,
Alabama,2022,202211,Mental health disorder,Inpatient,"2,609",1.8,
Alabama,2022,202211,Mental health disorder,Intensive outpatient/Partial hospitalization,"6,521",4.6,
Alabama,2022,202211,Mental health disorder,Outpatient,"108,307",75.9,
Alabama,2022,202211,Mental health disorder,Telehealth,"6,477",4.5,
Alabama,2022,202211,Substance use disorder,Emergency department,"8,013",5.6,
Alabama,2022,202211,Substance use disorder,Inpatient,"3,026",2.1,
Alabama,2022,202211,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,876",6.2,
